,w,Obj1,Obj2,weighted-sum
0,0.0,572337.9,638.8667,638.8667
1,0.1,8382.0,1351.0,2054.1
2,0.2,8382.0,1351.0,2757.2
3,0.30000000000000004,8382.0,1351.0,3460.3
4,0.4,8382.0,1351.0,4163.4
5,0.5,8382.0,1351.0,4866.5
6,0.6000000000000001,8382.0,1351.0,5569.6
7,0.7000000000000001,8382.0,1351.0,6272.7
8,0.8,8382.0,1351.0,6975.8
9,0.9,8382.0,1351.0,7678.9
10,1.0,8382.0,1351.0,8382.0
