,w,Obj1,Obj2,lp-metric
*,8382.0,638.8666666666666,,
0,0.0,572337.9,638.8667,0.0
1,0.1,13707.0,1296.0,0.9893
2,0.2,8382.0,1351.0,0.8917
3,0.30000000000000004,8382.0,1351.0,0.7803
4,0.4,8382.0,1351.0,0.6688
5,0.5,8382.0,1351.0,0.5573
6,0.6000000000000001,8382.0,1351.0,0.4459
7,0.7000000000000001,8382.0,1351.0,0.3344
8,0.8,8382.0,1351.0,0.2229
9,0.9,8382.0,1351.0,0.1115
10,1.0,8382.0,1351.0,0.0
